"vaccine","age","sex","year","event_type","seriousness","count"
"Hepatitis B","65-79 years","male",2003,"ER / office visit","serious",1
"Hepatitis B","65-79 years","male",2003,"hospitalized","serious",2
"Hepatitis B","65-79 years","male",2003,"life threatening","serious",2
"Hepatitis B","65-79 years","male",2003,"disability","serious",1
"Hepatitis B","65-79 years","male",2005,"ER / office visit","serious",2
"Hepatitis B","65-79 years","male",2005,"life threatening","serious",1
"Hepatitis B","65-79 years","male",2005,"disability","serious",2
"Hepatitis B","65-79 years","male",2007,"ER / office visit","non-serious",3
"Hepatitis B","65-79 years","male",2008,"ER / office visit","non-serious",3
"Hepatitis B","65-79 years","male",2008,"ER / office visit","serious",1
"Hepatitis B","65-79 years","male",2008,"hospitalized","serious",1
"Hepatitis B","65-79 years","male",2008,"life threatening","serious",1
"Hepatitis B","65-79 years","male",2009,"hospitalized","serious",1
"Hepatitis B","65-79 years","male",2010,"ER / office visit","non-serious",2
"Hepatitis B","65-79 years","male",2011,"death","serious",1
"Hepatitis B","65-79 years","male",2011,"life threatening","serious",1
"Hepatitis B","65-79 years","male",2012,"death","serious",1
"Hepatitis B","65-79 years","male",2012,"ER / office visit","non-serious",6
"Hepatitis B","65-79 years","male",2012,"ER / office visit","serious",1
"Hepatitis B","65-79 years","male",2012,"hospitalized","serious",1
"Hepatitis B","65-79 years","male",2012,"life threatening","serious",1
"Hepatitis B","65-79 years","male",2013,"hospitalized","serious",1
"Hepatitis B","65-79 years","male",2014,"ER / office visit","non-serious",2
"Hepatitis B","65-79 years","male",2015,"ER / office visit","non-serious",1
"Hepatitis B","65-79 years","male",2016,"ER / office visit","non-serious",1
"Hepatitis B","65-79 years","male",2016,"ER / office visit","serious",1
"Hepatitis B","65-79 years","male",2016,"hospitalized","serious",1
"Hepatitis B","65-79 years","male",2016,"life threatening","serious",1
"Hepatitis B","65-79 years","male",2016,"disability","serious",1
"Hepatitis B","65-79 years","male",2017,"death","serious",1
"Hepatitis B","65-79 years","male",2017,"ER / office visit","non-serious",1
"Hepatitis B","65-79 years","male",2017,"hospitalized","serious",1
"Hepatitis B","65-79 years","male",2017,"office visit","non-serious",2
"Hepatitis B","65-79 years","male",2017,"disability","serious",1
"Hepatitis B","65-79 years","male",2018,"ER","non-serious",1
"Hepatitis B","65-79 years","male",2019,"ER / office visit","non-serious",1
"Hepatitis B","65-79 years","male",2019,"office visit","non-serious",1
"Hepatitis B","65-79 years","male",2020,"ER","non-serious",1
"Hepatitis B","65-79 years","male",2020,"office visit","non-serious",1
"Hepatitis B","65-79 years","male",2021,"office visit","non-serious",2
"Hepatitis B","65-79 years","male",2022,"death","serious",1
"Hepatitis B","65-79 years","male",2022,"ER","non-serious",1
"Hepatitis B","65-79 years","male",2022,"office visit","non-serious",1
"Influenza","18-29 years","female",2013,"ER / office visit","non-serious",9
"Influenza","18-29 years","female",2013,"ER / office visit","serious",2
"Influenza","18-29 years","female",2013,"hospitalized","serious",2
"Influenza","18-29 years","female",2014,"ER / office visit","non-serious",32
"Influenza","18-29 years","female",2014,"ER / office visit","serious",4
"Influenza","18-29 years","female",2014,"hospitalized","serious",4
"Influenza","18-29 years","female",2014,"disability","serious",1
"Influenza","18-29 years","female",2015,"ER / office visit","non-serious",43
"Influenza","18-29 years","female",2015,"ER / office visit","serious",3
"Influenza","18-29 years","female",2015,"hospitalized","serious",4
"Influenza","18-29 years","female",2015,"life threatening","serious",1
"Influenza","18-29 years","female",2015,"disability","serious",2
"Influenza","18-29 years","female",2016,"ER / office visit","non-serious",96
"Influenza","18-29 years","female",2016,"ER / office visit","serious",10
"Influenza","18-29 years","female",2016,"hospitalized","serious",9
"Influenza","18-29 years","female",2016,"life threatening","serious",3
"Influenza","18-29 years","female",2016,"disability","serious",3
"Influenza","18-29 years","female",2017,"ER","non-serious",29
"Influenza","18-29 years","female",2017,"ER","serious",11
"Influenza","18-29 years","female",2017,"ER / office visit","non-serious",21
"Influenza","18-29 years","female",2017,"ER / office visit","serious",3
"Influenza","18-29 years","female",2017,"hospitalized","serious",12
"Influenza","18-29 years","female",2017,"life threatening","serious",2
"Influenza","18-29 years","female",2017,"office visit","non-serious",102
"Influenza","18-29 years","female",2017,"office visit","serious",9
"Influenza","18-29 years","female",2017,"disability","serious",7
"Influenza","18-29 years","female",2018,"death","serious",1
"Influenza","18-29 years","female",2018,"ER","non-serious",48
"Influenza","18-29 years","female",2018,"ER","serious",12
"Influenza","18-29 years","female",2018,"ER / office visit","non-serious",5
"Influenza","18-29 years","female",2018,"ER / office visit","serious",2
"Influenza","18-29 years","female",2018,"hospitalized","serious",15
"Influenza","18-29 years","female",2018,"life threatening","serious",2
"Influenza","18-29 years","female",2018,"office visit","non-serious",117
"Influenza","18-29 years","female",2018,"office visit","serious",7
"Influenza","18-29 years","female",2018,"disability","serious",3
"Influenza","18-29 years","female",2019,"ER","non-serious",50
"Influenza","18-29 years","female",2019,"ER","serious",9
"Influenza","18-29 years","female",2019,"ER / office visit","non-serious",3
"Influenza","18-29 years","female",2019,"hospitalized","serious",8
"Influenza","18-29 years","female",2019,"life threatening","serious",2
"Influenza","18-29 years","female",2019,"office visit","non-serious",96
"Influenza","18-29 years","female",2019,"office visit","serious",8
"Influenza","18-29 years","female",2019,"disability","serious",9
"Influenza","18-29 years","female",2020,"death","serious",1
"Influenza","18-29 years","female",2020,"ER","non-serious",39
"Influenza","18-29 years","female",2020,"ER","serious",7
"Influenza","18-29 years","female",2020,"hospitalized","serious",8
"Influenza","18-29 years","female",2020,"life threatening","serious",2
"Influenza","18-29 years","female",2020,"office visit","non-serious",109
"Influenza","18-29 years","female",2020,"office visit","serious",10
"Influenza","18-29 years","female",2020,"disability","serious",9
"Influenza","18-29 years","female",2021,"ER","non-serious",38
"Influenza","18-29 years","female",2021,"ER","serious",8
"Influenza","18-29 years","female",2021,"ER / office visit","non-serious",1
"Influenza","18-29 years","female",2021,"hospitalized","serious",9
"Influenza","18-29 years","female",2021,"life threatening","serious",2
"Influenza","18-29 years","female",2021,"office visit","non-serious",79
"Influenza","18-29 years","female",2021,"office visit","serious",10
"Influenza","18-29 years","female",2021,"disability","serious",7
"Influenza","18-29 years","female",2022,"death","serious",2
"Influenza","18-29 years","female",2022,"ER","non-serious",32
"Influenza","18-29 years","female",2022,"ER","serious",2
"Influenza","18-29 years","female",2022,"hospitalized","serious",4
"Influenza","18-29 years","female",2022,"life threatening","serious",3
"Influenza","18-29 years","female",2022,"office visit","non-serious",84
"Influenza","18-29 years","female",2022,"office visit","serious",1
"Influenza","18-29 years","female",2022,"disability","serious",1
"Influenza","18-29 years","male",2013,"ER / office visit","non-serious",3
"Influenza","18-29 years","male",2014,"death","serious",1
"Influenza","18-29 years","male",2014,"ER / office visit","non-serious",7
"Influenza","18-29 years","male",2014,"ER / office visit","serious",2
"Influenza","18-29 years","male",2014,"hospitalized","serious",1
"Influenza","18-29 years","male",2014,"life threatening","serious",2
"Influenza","18-29 years","male",2014,"disability","serious",1
"Influenza","18-29 years","male",2015,"ER / office visit","non-serious",14
"Influenza","18-29 years","male",2015,"ER / office visit","serious",3
"Influenza","18-29 years","male",2015,"hospitalized","serious",3
"Influenza","18-29 years","male",2015,"life threatening","serious",1
"Influenza","18-29 years","male",2016,"ER / office visit","non-serious",17
"Influenza","18-29 years","male",2016,"ER / office visit","serious",3
"Influenza","18-29 years","male",2016,"hospitalized","serious",5
"Influenza","18-29 years","male",2016,"life threatening","serious",2
"Influenza","18-29 years","male",2017,"ER","non-serious",10
"Influenza","18-29 years","male",2017,"ER","serious",6
"Influenza","18-29 years","male",2017,"ER / office visit","non-serious",7
"Influenza","18-29 years","male",2017,"ER / office visit","serious",3
"Influenza","18-29 years","male",2017,"hospitalized","serious",8
"Influenza","18-29 years","male",2017,"life threatening","serious",1
"Influenza","18-29 years","male",2017,"office visit","non-serious",24
"Influenza","18-29 years","male",2017,"office visit","serious",4
"Influenza","18-29 years","male",2017,"disability","serious",2
"Influenza","18-29 years","male",2018,"ER","non-serious",21
"Influenza","18-29 years","male",2018,"ER","serious",7
"Influenza","18-29 years","male",2018,"ER / office visit","non-serious",1
"Influenza","18-29 years","male",2018,"hospitalized","serious",7
"Influenza","18-29 years","male",2018,"life threatening","serious",3
"Influenza","18-29 years","male",2018,"office visit","non-serious",26
"Influenza","18-29 years","male",2018,"office visit","serious",2
"Influenza","18-29 years","male",2019,"death","serious",1
"Influenza","18-29 years","male",2019,"ER","non-serious",14
"Influenza","18-29 years","male",2019,"ER","serious",6
"Influenza","18-29 years","male",2019,"hospitalized","serious",8
"Influenza","18-29 years","male",2019,"life threatening","serious",2
"Influenza","18-29 years","male",2019,"office visit","non-serious",39
"Influenza","18-29 years","male",2019,"office visit","serious",5
"Influenza","18-29 years","male",2019,"disability","serious",2
"Influenza","18-29 years","male",2020,"ER","non-serious",20
"Influenza","18-29 years","male",2020,"ER","serious",4
"Influenza","18-29 years","male",2020,"hospitalized","serious",6
"Influenza","18-29 years","male",2020,"life threatening","serious",3
"Influenza","18-29 years","male",2020,"office visit","non-serious",46
"Influenza","18-29 years","male",2020,"office visit","serious",2
"Influenza","18-29 years","male",2020,"disability","serious",2
"Influenza","18-29 years","male",2021,"death","serious",2
"Influenza","18-29 years","male",2021,"ER","non-serious",17
"Influenza","18-29 years","male",2021,"ER","serious",6
"Influenza","18-29 years","male",2021,"hospitalized","serious",7
"Influenza","18-29 years","male",2021,"life threatening","serious",2
"Influenza","18-29 years","male",2021,"office visit","non-serious",25
"Influenza","18-29 years","male",2021,"office visit","serious",3
"Influenza","18-29 years","male",2021,"disability","serious",1
"Influenza","18-29 years","male",2022,"ER","non-serious",14
"Influenza","18-29 years","male",2022,"ER","serious",10
"Influenza","18-29 years","male",2022,"hospitalized","serious",13
"Influenza","18-29 years","male",2022,"life threatening","serious",6
"Influenza","18-29 years","male",2022,"office visit","non-serious",23
"Influenza","18-29 years","male",2022,"office visit","serious",5
"Influenza","18-29 years","male",2022,"disability","serious",2
"Influenza","30-39 years","female",2013,"ER / office visit","non-serious",11
"Influenza","30-39 years","female",2013,"ER / office visit","serious",2
"Influenza","30-39 years","female",2013,"hospitalized","serious",1
"Influenza","30-39 years","female",2013,"life threatening","serious",1
"Influenza","30-39 years","female",2014,"ER / office visit","non-serious",41
"Influenza","30-39 years","female",2014,"ER / office visit","serious",3
"Influenza","30-39 years","female",2014,"hospitalized","serious",4
"Influenza","30-39 years","female",2014,"life threatening","serious",1
"Influenza","30-39 years","female",2014,"disability","serious",2
"Influenza","30-39 years","female",2015,"ER / office visit","non-serious",58
"Influenza","30-39 years","female",2015,"ER / office visit","serious",6
"Influenza","30-39 years","female",2015,"hospitalized","serious",5
"Influenza","30-39 years","female",2015,"life threatening","serious",2
"Influenza","30-39 years","female",2016,"ER / office visit","non-serious",118
"Influenza","30-39 years","female",2016,"ER / office visit","serious",9
"Influenza","30-39 years","female",2016,"hospitalized","serious",12
"Influenza","30-39 years","female",2016,"life threatening","serious",4
"Influenza","30-39 years","female",2016,"disability","serious",2
"Influenza","30-39 years","female",2017,"ER","non-serious",43
"Influenza","30-39 years","female",2017,"ER","serious",9
"Influenza","30-39 years","female",2017,"ER / office visit","non-serious",40
"Influenza","30-39 years","female",2017,"ER / office visit","serious",5
"Influenza","30-39 years","female",2017,"hospitalized","serious",14
"Influenza","30-39 years","female",2017,"life threatening","serious",4
"Influenza","30-39 years","female",2017,"office visit","non-serious",150
"Influenza","30-39 years","female",2017,"office visit","serious",9
"Influenza","30-39 years","female",2017,"disability","serious",8
"Influenza","30-39 years","female",2018,"ER","non-serious",66
"Influenza","30-39 years","female",2018,"ER","serious",17
"Influenza","30-39 years","female",2018,"ER / office visit","non-serious",2
"Influenza","30-39 years","female",2018,"hospitalized","serious",12
"Influenza","30-39 years","female",2018,"life threatening","serious",6
"Influenza","30-39 years","female",2018,"office visit","non-serious",171
"Influenza","30-39 years","female",2018,"office visit","serious",18
"Influenza","30-39 years","female",2018,"disability","serious",13
"Influenza","30-39 years","female",2019,"ER","non-serious",49
"Influenza","30-39 years","female",2019,"ER","serious",16
"Influenza","30-39 years","female",2019,"ER / office visit","non-serious",1
"Influenza","30-39 years","female",2019,"hospitalized","serious",14
"Influenza","30-39 years","female",2019,"life threatening","serious",3
"Influenza","30-39 years","female",2019,"office visit","non-serious",171
"Influenza","30-39 years","female",2019,"office visit","serious",15
"Influenza","30-39 years","female",2019,"disability","serious",10
"Influenza","30-39 years","female",2020,"ER","non-serious",47
"Influenza","30-39 years","female",2020,"ER","serious",8
"Influenza","30-39 years","female",2020,"ER / office visit","non-serious",1
"Influenza","30-39 years","female",2020,"ER / office visit","serious",2
"Influenza","30-39 years","female",2020,"hospitalized","serious",13
"Influenza","30-39 years","female",2020,"life threatening","serious",5
"Influenza","30-39 years","female",2020,"office visit","non-serious",138
"Influenza","30-39 years","female",2020,"office visit","serious",8
"Influenza","30-39 years","female",2020,"disability","serious",5
"Influenza","30-39 years","female",2021,"ER","non-serious",52
"Influenza","30-39 years","female",2021,"ER","serious",15
"Influenza","30-39 years","female",2021,"hospitalized","serious",13
"Influenza","30-39 years","female",2021,"life threatening","serious",4
"Influenza","30-39 years","female",2021,"office visit","non-serious",110
"Influenza","30-39 years","female",2021,"office visit","serious",15
"Influenza","30-39 years","female",2021,"disability","serious",10
"Influenza","30-39 years","female",2022,"death","serious",1
"Influenza","30-39 years","female",2022,"ER","non-serious",38
"Influenza","30-39 years","female",2022,"ER","serious",13
"Influenza","30-39 years","female",2022,"ER / office visit","non-serious",1
"Influenza","30-39 years","female",2022,"hospitalized","serious",11
"Influenza","30-39 years","female",2022,"life threatening","serious",5
"Influenza","30-39 years","female",2022,"office visit","non-serious",101
"Influenza","30-39 years","female",2022,"office visit","serious",15
"Influenza","30-39 years","female",2022,"disability","serious",16
"Influenza","30-39 years","male",2013,"ER / office visit","non-serious",1
"Influenza","30-39 years","male",2013,"disability","serious",1
"Influenza","30-39 years","male",2014,"ER / office visit","non-serious",7
"Influenza","30-39 years","male",2014,"ER / office visit","serious",1
"Influenza","30-39 years","male",2014,"hospitalized","serious",1
"Influenza","30-39 years","male",2014,"life threatening","serious",1
"Influenza","30-39 years","male",2014,"disability","serious",1
"Influenza","30-39 years","male",2015,"ER / office visit","non-serious",9
"Influenza","30-39 years","male",2016,"death","serious",1
"Influenza","30-39 years","male",2016,"ER / office visit","non-serious",20
"Influenza","30-39 years","male",2016,"ER / office visit","serious",5
"Influenza","30-39 years","male",2016,"hospitalized","serious",10
"Influenza","30-39 years","male",2016,"life threatening","serious",1
"Influenza","30-39 years","male",2016,"disability","serious",1
"Influenza","30-39 years","male",2017,"ER","non-serious",9
"Influenza","30-39 years","male",2017,"ER","serious",1
"Influenza","30-39 years","male",2017,"ER / office visit","non-serious",8
"Influenza","30-39 years","male",2017,"ER / office visit","serious",1
"Influenza","30-39 years","male",2017,"hospitalized","serious",6
"Influenza","30-39 years","male",2017,"life threatening","serious",1
"Influenza","30-39 years","male",2017,"office visit","non-serious",26
"Influenza","30-39 years","male",2017,"office visit","serious",5
"Influenza","30-39 years","male",2017,"disability","serious",5
"Influenza","30-39 years","male",2018,"death","serious",1
"Influenza","30-39 years","male",2018,"ER","non-serious",17
"Influenza","30-39 years","male",2018,"ER","serious",5
"Influenza","30-39 years","male",2018,"ER / office visit","non-serious",4
"Influenza","30-39 years","male",2018,"hospitalized","serious",5
"Influenza","30-39 years","male",2018,"life threatening","serious",2
"Influenza","30-39 years","male",2018,"office visit","non-serious",36
"Influenza","30-39 years","male",2018,"office visit","serious",4
"Influenza","30-39 years","male",2018,"disability","serious",2
"Influenza","30-39 years","male",2019,"ER","non-serious",8
"Influenza","30-39 years","male",2019,"ER","serious",5
"Influenza","30-39 years","male",2019,"ER / office visit","non-serious",1
"Influenza","30-39 years","male",2019,"hospitalized","serious",8
"Influenza","30-39 years","male",2019,"life threatening","serious",3
"Influenza","30-39 years","male",2019,"office visit","non-serious",32
"Influenza","30-39 years","male",2019,"office visit","serious",4
"Influenza","30-39 years","male",2019,"disability","serious",4
"Influenza","30-39 years","male",2020,"ER","non-serious",7
"Influenza","30-39 years","male",2020,"ER","serious",1
"Influenza","30-39 years","male",2020,"ER / office visit","non-serious",1
"Influenza","30-39 years","male",2020,"hospitalized","serious",1
"Influenza","30-39 years","male",2020,"office visit","non-serious",33
"Influenza","30-39 years","male",2021,"ER","non-serious",12
"Influenza","30-39 years","male",2021,"ER","serious",3
"Influenza","30-39 years","male",2021,"hospitalized","serious",5
"Influenza","30-39 years","male",2021,"life threatening","serious",1
"Influenza","30-39 years","male",2021,"office visit","non-serious",35
"Influenza","30-39 years","male",2022,"death","serious",1
"Influenza","30-39 years","male",2022,"ER","non-serious",13
"Influenza","30-39 years","male",2022,"ER","serious",5
"Influenza","30-39 years","male",2022,"hospitalized","serious",10
"Influenza","30-39 years","male",2022,"life threatening","serious",3
"Influenza","30-39 years","male",2022,"office visit","non-serious",27
"Influenza","30-39 years","male",2022,"office visit","serious",5
"Influenza","30-39 years","male",2022,"disability","serious",5
"Influenza","40-49 years","female",2013,"ER / office visit","non-serious",14
"Influenza","40-49 years","female",2013,"ER / office visit","serious",2
"Influenza","40-49 years","female",2013,"hospitalized","serious",2
"Influenza","40-49 years","female",2013,"life threatening","serious",1
"Influenza","40-49 years","female",2014,"ER / office visit","non-serious",37
"Influenza","40-49 years","female",2014,"ER / office visit","serious",4
"Influenza","40-49 years","female",2014,"hospitalized","serious",3
"Influenza","40-49 years","female",2014,"life threatening","serious",2
"Influenza","40-49 years","female",2014,"disability","serious",3
"Influenza","40-49 years","female",2015,"ER / office visit","non-serious",55
"Influenza","40-49 years","female",2015,"ER / office visit","serious",8
"Influenza","40-49 years","female",2015,"hospitalized","serious",9
"Influenza","40-49 years","female",2015,"life threatening","serious",3
"Influenza","40-49 years","female",2015,"disability","serious",1
"Influenza","40-49 years","female",2016,"death","serious",1
"Influenza","40-49 years","female",2016,"ER / office visit","non-serious",116
"Influenza","40-49 years","female",2016,"ER / office visit","serious",14
"Influenza","40-49 years","female",2016,"hospitalized","serious",13
"Influenza","40-49 years","female",2016,"life threatening","serious",5
"Influenza","40-49 years","female",2016,"disability","serious",5
"Influenza","40-49 years","female",2017,"ER","non-serious",29
"Influenza","40-49 years","female",2017,"ER","serious",11
"Influenza","40-49 years","female",2017,"ER / office visit","non-serious",43
"Influenza","40-49 years","female",2017,"ER / office visit","serious",7
"Influenza","40-49 years","female",2017,"hospitalized","serious",13
"Influenza","40-49 years","female",2017,"life threatening","serious",6
"Influenza","40-49 years","female",2017,"office visit","non-serious",131
"Influenza","40-49 years","female",2017,"office visit","serious",15
"Influenza","40-49 years","female",2017,"disability","serious",12
"Influenza","40-49 years","female",2018,"ER","non-serious",69
"Influenza","40-49 years","female",2018,"ER","serious",9
"Influenza","40-49 years","female",2018,"ER / office visit","non-serious",7
"Influenza","40-49 years","female",2018,"hospitalized","serious",9
"Influenza","40-49 years","female",2018,"office visit","non-serious",184
"Influenza","40-49 years","female",2018,"office visit","serious",10
"Influenza","40-49 years","female",2018,"disability","serious",8
"Influenza","40-49 years","female",2019,"ER","non-serious",60
"Influenza","40-49 years","female",2019,"ER","serious",8
"Influenza","40-49 years","female",2019,"ER / office visit","non-serious",5
"Influenza","40-49 years","female",2019,"hospitalized","serious",8
"Influenza","40-49 years","female",2019,"life threatening","serious",3
"Influenza","40-49 years","female",2019,"office visit","non-serious",144
"Influenza","40-49 years","female",2019,"office visit","serious",13
"Influenza","40-49 years","female",2019,"disability","serious",11
"Influenza","40-49 years","female",2020,"ER","non-serious",32
"Influenza","40-49 years","female",2020,"ER","serious",7
"Influenza","40-49 years","female",2020,"ER / office visit","non-serious",1
"Influenza","40-49 years","female",2020,"ER / office visit","serious",1
"Influenza","40-49 years","female",2020,"hospitalized","serious",9
"Influenza","40-49 years","female",2020,"life threatening","serious",2
"Influenza","40-49 years","female",2020,"office visit","non-serious",115
"Influenza","40-49 years","female",2020,"office visit","serious",12
"Influenza","40-49 years","female",2020,"disability","serious",10
"Influenza","40-49 years","female",2021,"ER","non-serious",27
"Influenza","40-49 years","female",2021,"ER","serious",7
"Influenza","40-49 years","female",2021,"hospitalized","serious",7
"Influenza","40-49 years","female",2021,"life threatening","serious",1
"Influenza","40-49 years","female",2021,"office visit","non-serious",118
"Influenza","40-49 years","female",2021,"office visit","serious",9
"Influenza","40-49 years","female",2021,"disability","serious",8
"Influenza","40-49 years","female",2022,"ER","non-serious",41
"Influenza","40-49 years","female",2022,"ER","serious",6
"Influenza","40-49 years","female",2022,"hospitalized","serious",14
"Influenza","40-49 years","female",2022,"office visit","non-serious",113
"Influenza","40-49 years","female",2022,"office visit","serious",6
"Influenza","40-49 years","female",2022,"disability","serious",2
"Influenza","40-49 years","male",2013,"death","serious",1
"Influenza","40-49 years","male",2013,"ER / office visit","serious",2
"Influenza","40-49 years","male",2013,"hospitalized","serious",2
"Influenza","40-49 years","male",2013,"life threatening","serious",2
"Influenza","40-49 years","male",2014,"ER / office visit","non-serious",13
"Influenza","40-49 years","male",2014,"ER / office visit","serious",2
"Influenza","40-49 years","male",2014,"hospitalized","serious",3
"Influenza","40-49 years","male",2015,"ER / office visit","non-serious",12
"Influenza","40-49 years","male",2015,"ER / office visit","serious",2
"Influenza","40-49 years","male",2015,"hospitalized","serious",4
"Influenza","40-49 years","male",2015,"life threatening","serious",1
"Influenza","40-49 years","male",2016,"ER / office visit","non-serious",30
"Influenza","40-49 years","male",2016,"ER / office visit","serious",6
"Influenza","40-49 years","male",2016,"hospitalized","serious",8
"Influenza","40-49 years","male",2016,"life threatening","serious",4
"Influenza","40-49 years","male",2016,"disability","serious",1
"Influenza","40-49 years","male",2017,"ER","non-serious",9
"Influenza","40-49 years","male",2017,"ER","serious",5
"Influenza","40-49 years","male",2017,"ER / office visit","non-serious",9
"Influenza","40-49 years","male",2017,"ER / office visit","serious",4
"Influenza","40-49 years","male",2017,"hospitalized","serious",10
"Influenza","40-49 years","male",2017,"life threatening","serious",3
"Influenza","40-49 years","male",2017,"office visit","non-serious",31
"Influenza","40-49 years","male",2017,"office visit","serious",2
"Influenza","40-49 years","male",2017,"disability","serious",5
"Influenza","40-49 years","male",2018,"death","serious",1
"Influenza","40-49 years","male",2018,"ER","non-serious",14
"Influenza","40-49 years","male",2018,"ER","serious",4
"Influenza","40-49 years","male",2018,"ER / office visit","non-serious",4
"Influenza","40-49 years","male",2018,"ER / office visit","serious",1
"Influenza","40-49 years","male",2018,"hospitalized","serious",6
"Influenza","40-49 years","male",2018,"life threatening","serious",1
"Influenza","40-49 years","male",2018,"office visit","non-serious",44
"Influenza","40-49 years","male",2018,"office visit","serious",6
"Influenza","40-49 years","male",2018,"disability","serious",4
"Influenza","40-49 years","male",2019,"ER","non-serious",8
"Influenza","40-49 years","male",2019,"ER","serious",2
"Influenza","40-49 years","male",2019,"ER / office visit","non-serious",2
"Influenza","40-49 years","male",2019,"hospitalized","serious",3
"Influenza","40-49 years","male",2019,"office visit","non-serious",35
"Influenza","40-49 years","male",2019,"office visit","serious",2
"Influenza","40-49 years","male",2019,"disability","serious",2
"Influenza","40-49 years","male",2020,"death","serious",1
"Influenza","40-49 years","male",2020,"ER","non-serious",8
"Influenza","40-49 years","male",2020,"ER","serious",2
"Influenza","40-49 years","male",2020,"hospitalized","serious",1
"Influenza","40-49 years","male",2020,"life threatening","serious",1
"Influenza","40-49 years","male",2020,"office visit","non-serious",40
"Influenza","40-49 years","male",2020,"office visit","serious",3
"Influenza","40-49 years","male",2020,"disability","serious",4
"Influenza","40-49 years","male",2021,"death","serious",2
"Influenza","40-49 years","male",2021,"ER","non-serious",10
"Influenza","40-49 years","male",2021,"ER","serious",5
"Influenza","40-49 years","male",2021,"hospitalized","serious",3
"Influenza","40-49 years","male",2021,"office visit","non-serious",31
"Influenza","40-49 years","male",2021,"office visit","serious",2
"Influenza","40-49 years","male",2021,"disability","serious",2
"Influenza","40-49 years","male",2022,"ER","non-serious",17
"Influenza","40-49 years","male",2022,"ER","serious",4
"Influenza","40-49 years","male",2022,"hospitalized","serious",9
"Influenza","40-49 years","male",2022,"life threatening","serious",2
"Influenza","40-49 years","male",2022,"office visit","non-serious",27
"Influenza","40-49 years","male",2022,"office visit","serious",4
"Influenza","40-49 years","male",2022,"disability","serious",3
"Influenza","50-59 years","female",2013,"ER / office visit","non-serious",14
"Influenza","50-59 years","female",2013,"hospitalized","serious",2
"Influenza","50-59 years","female",2014,"death","serious",1
"Influenza","50-59 years","female",2014,"ER / office visit","non-serious",48
"Influenza","50-59 years","female",2014,"ER / office visit","serious",8
"Influenza","50-59 years","female",2014,"hospitalized","serious",7
"Influenza","50-59 years","female",2014,"life threatening","serious",1
"Influenza","50-59 years","female",2014,"disability","serious",1
"Influenza","50-59 years","female",2015,"ER / office visit","non-serious",79
"Influenza","50-59 years","female",2015,"ER / office visit","serious",12
"Influenza","50-59 years","female",2015,"hospitalized","serious",12
"Influenza","50-59 years","female",2015,"life threatening","serious",5
"Influenza","50-59 years","female",2015,"disability","serious",3
"Influenza","50-59 years","female",2016,"death","serious",1
"Influenza","50-59 years","female",2016,"ER / office visit","non-serious",138
"Influenza","50-59 years","female",2016,"ER / office visit","serious",14
"Influenza","50-59 years","female",2016,"hospitalized","serious",13
"Influenza","50-59 years","female",2016,"life threatening","serious",6
"Influenza","50-59 years","female",2016,"disability","serious",4
"Influenza","50-59 years","female",2017,"ER","non-serious",47
"Influenza","50-59 years","female",2017,"ER","serious",8
"Influenza","50-59 years","female",2017,"ER / office visit","non-serious",58
"Influenza","50-59 years","female",2017,"ER / office visit","serious",6
"Influenza","50-59 years","female",2017,"hospitalized","serious",15
"Influenza","50-59 years","female",2017,"life threatening","serious",6
"Influenza","50-59 years","female",2017,"office visit","non-serious",210
"Influenza","50-59 years","female",2017,"office visit","serious",8
"Influenza","50-59 years","female",2017,"disability","serious",13
"Influenza","50-59 years","female",2018,"ER","non-serious",57
"Influenza","50-59 years","female",2018,"ER","serious",19
"Influenza","50-59 years","female",2018,"ER / office visit","non-serious",4
"Influenza","50-59 years","female",2018,"hospitalized","serious",16
"Influenza","50-59 years","female",2018,"life threatening","serious",2
"Influenza","50-59 years","female",2018,"office visit","non-serious",196
"Influenza","50-59 years","female",2018,"office visit","serious",19
"Influenza","50-59 years","female",2018,"disability","serious",19
"Influenza","50-59 years","female",2019,"death","serious",1
"Influenza","50-59 years","female",2019,"ER","non-serious",53
"Influenza","50-59 years","female",2019,"ER","serious",9
"Influenza","50-59 years","female",2019,"ER / office visit","non-serious",8
"Influenza","50-59 years","female",2019,"hospitalized","serious",8
"Influenza","50-59 years","female",2019,"life threatening","serious",5
"Influenza","50-59 years","female",2019,"office visit","non-serious",180
"Influenza","50-59 years","female",2019,"office visit","serious",15
"Influenza","50-59 years","female",2019,"disability","serious",15
"Influenza","50-59 years","female",2020,"death","serious",2
"Influenza","50-59 years","female",2020,"ER","non-serious",45
"Influenza","50-59 years","female",2020,"ER","serious",9
"Influenza","50-59 years","female",2020,"ER / office visit","non-serious",6
"Influenza","50-59 years","female",2020,"hospitalized","serious",9
"Influenza","50-59 years","female",2020,"life threatening","serious",3
"Influenza","50-59 years","female",2020,"office visit","non-serious",178
"Influenza","50-59 years","female",2020,"office visit","serious",10
"Influenza","50-59 years","female",2020,"disability","serious",8
"Influenza","50-59 years","female",2021,"death","serious",2
"Influenza","50-59 years","female",2021,"ER","non-serious",36
"Influenza","50-59 years","female",2021,"ER","serious",6
"Influenza","50-59 years","female",2021,"hospitalized","serious",8
"Influenza","50-59 years","female",2021,"life threatening","serious",2
"Influenza","50-59 years","female",2021,"office visit","non-serious",107
"Influenza","50-59 years","female",2021,"office visit","serious",10
